text,emotion,texto_limpio,label_codificada
"Cuando la pena nos alcanza por el hermano perdido cuando el adiós dolorido busca en la Fe su esperanza. En Tu palabra confiamos con la certeza que Tú ya le has devuelto a la vida, ya le has llevado a la luz. Ya le has devuelto a la vida, ya le has llevado a la luz",Celoso,cuando la pena nos alcanza por el hermano perdido cuando el adiós dolorido busca en la fe su esperanza en tu palabra confiamos con la certeza que tú ya le has devuelto a la vida ya le has llevado a la luz ya le has devuelto a la vida ya le has llevado a la luz,5
"Anoche no me encontraba bien. Me sentía cansado y dolorido. Me acosté pronto y una idea genial me vino a la cabeza: tenía que empezar a fumar en pipa. Eso me daría un aire elegante, sofisticado y hasta cierto halo de intelectualidad, experiencia y misterio. ⬇️",Celoso,anoche no me encontraba bien me sentía cansado y dolorido me acosté pronto y una idea genial me vino a la cabeza tenía que empezar a fumar en pipa eso me daría un aire elegante sofisticado y hasta cierto halo de intelectualidad experiencia y misterio,5
aunk vaya dañando mi dolorido ser,Celoso,aunk vaya dañando mi dolorido ser,5
Corpo todo dolorido 🙃😅,Celoso,corpo todo dolorido,5
"Quién se comió ayer volviendo del súper todo el chaparrón que cayó en Madrid por la mañana y hoy tiene todo el cuerpo dolorido y destemplado? Exacto, YO. Puto invierno😷🥶",Celoso,quién se comió ayer volviendo del súper todo el chaparrón que cayó en madrid por la mañana y hoy tiene todo el cuerpo dolorido y destemplado exacto yo puto invierno,5
#gelp No tenes una puta idea los días que estuvimos sin poder dormir mientras vos te sacas fotitos .  Y ahora en el 2024 con Rivotril en la mesa de luz.  Son unas bestias!!!,Celoso,no tenes una puta idea los días que estuvimos sin poder dormir mientras vos te sacas fotitos   y ahora en el 2024 con rivotril en la mesa de luz  son unas bestias,5
#gelp Son un fracaso total Cowen. Vos y los aprendices de tu comisión directiva. Ya se. No te importa una mierda lo q pensamos. Son un pedo  en la sopa diría mi amigo Andres.,Celoso,son un fracaso total cowen vos y los aprendices de tu comisión directiva ya se no te importa una mierda lo q pensamos son un pedo  en la sopa diría mi amigo andres,5
Vamos a jugar a 20 corazones...bueno 20 son muchos que sean 7,Celoso,vamos a jugar a 20 corazonesbueno 20 son muchos que sean 7,5
Que rico ver familiares que hace añisimos no ves y que te saluden con tanto amor,Celoso,que rico ver familiares que hace añisimos no ves y que te saluden con tanto amor,5
"#gelp Pero claro. Ahora hay q tomar sopa.  A propósito pregunta finaciera:   Ya pagamos lo del Pampa Sosa, Gully y el Hdp de Sessa???  Siiii  Ahh bueno, nos quedamos más tranquilos.   Y los baños los terminaste???? Que obra por favorrrrrr!!!",Celoso,pero claro ahora hay q tomar sopa  a propósito pregunta finaciera   ya pagamos lo del pampa sosa gully y el hdp de sessa  siiii  ahh bueno nos quedamos más tranquilos   y los baños los terminaste que obra por favorrrrrr,5
"#gelp No te imaginas lo felices q éramos con Pipo y su equipo. Esperábamos q llegara el finde q viene, confiados, tranquilos y orgullosos de aquel equipo.  En realidad creo q vos también aunque no lo reconozcas",Celoso,no te imaginas lo felices q éramos con pipo y su equipo esperábamos q llegara el finde q viene confiados tranquilos y orgullosos de aquel equipo  en realidad creo q vos también aunque no lo reconozcas,5
A Mi crush infinito le gusto pescado rabioso Creo que podría casarme con ella en cualquier momento,Celoso,a mi crush infinito le gusto pescado rabioso creo que podría casarme con ella en cualquier momento,5
#gelp Todas buenas noticias Cowen!!! Se fue Tarragona Se fue Guiffrey (que pelotudo fuiste) Saravia no quiere estar más  Benja ni noticias  Sos un crackkkkkk!!!!!,Celoso,todas buenas noticias cowen se fue tarragona se fue guiffrey que pelotudo fuiste saravia no quiere estar más  benja ni noticias  sos un crackkkkkk,5
"Dia 1: HERMOSO Muy bello el mar con las olas y animalitos, de noche es mas hermoso. El momento de juego de mesa fue muy divertido y para repetir, aunque hubo uno que otro susto y habia algo de sueño el dia fue  hermoso en su totalidad 9.5/10",Celoso,dia 1 hermoso muy bello el mar con las olas y animalitos de noche es mas hermoso el momento de juego de mesa fue muy divertido y para repetir aunque hubo uno que otro susto y habia algo de sueño el dia fue  hermoso en su totalidad 9510,5
#gelp  Contanos Cowen. En qué actividad vamos a ser competitivos???? Tiro al blanco Bochas Pelota a pelota Teto Dale q nos interesa leerte SOS un presidente de lujo!!!,Celoso,contanos cowen en qué actividad vamos a ser competitivos tiro al blanco bochas pelota a pelota teto dale q nos interesa leerte sos un presidente de lujo,5
"En esta vida no hay que tomarse nada per so nal, porque se vive amargado",Celoso,en esta vida no hay que tomarse nada per so nal porque se vive amargado,5
"Y cuando te digan que tienes gustos raros, que la poesía erótica es para perversos degenerados, sonríeles y diles que es mejor estar loco que vivir amargado. Diles que el sexo es un arte obsceno que merece ser venerado, a veces suave y lento, a veces salvaje y acelerado...",Celoso,y cuando te digan que tienes gustos raros que la poesía erótica es para perversos degenerados sonríeles y diles que es mejor estar loco que vivir amargado diles que el sexo es un arte obsceno que merece ser venerado a veces suave y lento a veces salvaje y acelerado,5
Si no me conoces te pereceré amargado pero si llegas a conocerme te darás cuenta que soy todo lo contrario,Celoso,si no me conoces te pereceré amargado pero si llegas a conocerme te darás cuenta que soy todo lo contrario,5
"q feo ser espert osea sos un viejo pelado, facho, amargado, asqueroso, cínico y despreciable pidiendo cárcel o bala para todo aquel q piense distinto 🦕",Celoso,q feo ser espert osea sos un viejo pelado facho amargado asqueroso cínico y despreciable pidiendo cárcel o bala para todo aquel q piense distinto,5
"Cómo todo buen abogado, le voy a hacer cartita a Kelsen, no a los reyes magos.",Celoso,cómo todo buen abogado le voy a hacer cartita a kelsen no a los reyes magos,5
"Osea que si voy a X establecimiento y compro todas las botellas de Double Black que tengan, para vender tragos en la esquina de mi colonia, ¿sería yo un ""acaparador encajoso""?   Chale. Si hay más whiskys, establecimientos, bares, tequila, ron, etc.",Celoso,osea que si voy a x establecimiento y compro todas las botellas de double black que tengan para vender tragos en la esquina de mi colonia sería yo un acaparador encajoso   chale si hay más whiskys establecimientos bares tequila ron etc,5
"Carla es mufa nunca nos tuvo fe y ahora morimos, matemoslo por viejo amargado",Celoso,carla es mufa nunca nos tuvo fe y ahora morimos matemoslo por viejo amargado,5
si no te gusta el reggaeton posiblemente seas un gordito compu amargado de la vida y con 0 contacto femenino,Celoso,si no te gusta el reggaeton posiblemente seas un gordito compu amargado de la vida y con 0 contacto femenino,5
"Una cosa que e notado, es que si no se te cumple el sueño de lograrlo en la musica terminas amargado en tus 40’s a 50’s. Gracias a dios no tengo esa ilusion yo ya estoy contento con lo poco que e logrado y espero estar mas feliz en esas decadas. 😊",Celoso,una cosa que e notado es que si no se te cumple el sueño de lograrlo en la musica terminas amargado en tus 40s a 50s gracias a dios no tengo esa ilusion yo ya estoy contento con lo poco que e logrado y espero estar mas feliz en esas decadas,5
"Que bueno que te separaste Paula, eres demasiada mujer para un gueon tan amargado, inseguro, materialista, un gueon que como persona y ser humano es una mierda... Eres linda Paula, eres una mujer muy interesante. #PodemosHablarCHV",Celoso,que bueno que te separaste paula eres demasiada mujer para un gueon tan amargado inseguro materialista un gueon que como persona y ser humano es una mierda eres linda paula eres una mujer muy interesante,5
"Oye esta última muela del juicio que me sacaron es la que más he “sentido”. Ha pasado una semana y si bien no he sentido un dolor fuerte, igual ha sido un poquito molesto. Hoy ya disminuyó harto sí, casi no sentí nada. La vez pasada me saqué las dos de abajo y nunca sentí nada.",Celoso,oye esta última muela del juicio que me sacaron es la que más he sentido ha pasado una semana y si bien no he sentido un dolor fuerte igual ha sido un poquito molesto hoy ya disminuyó harto sí casi no sentí nada la vez pasada me saqué las dos de abajo y nunca sentí nada,5
que molesto tener que andar controlando todo lo que decís porque a la mínima se ofenden...,Celoso,que molesto tener que andar controlando todo lo que decís porque a la mínima se ofenden,5
Odio sentir que molesto :c,Celoso,odio sentir que molesto c,5
Después de varios comentarios agrios y hate respecto a Costco he llegado a la conclusión de que las “Nenis” deben ir a chingar a su madre y que dan asco.,Celoso,después de varios comentarios agrios y hate respecto a costco he llegado a la conclusión de que las nenis deben ir a chingar a su madre y que dan asco,5
"Perdón no debí buscar, pero dónde busco si no hay donde, comprendo y no molesto mas",Celoso,perdón no debí buscar pero dónde busco si no hay donde comprendo y no molesto mas,5
"Algo que me parece increíble y muy molesto de Xochimilco es que no hay tacos ni cerca, ni buenos, ni nada.",Celoso,algo que me parece increíble y muy molesto de xochimilco es que no hay tacos ni cerca ni buenos ni nada,5
"nO SE OUEDE SER MÁS MOLESTO MARICON, TE DIJEBQ ESTOY HACIENDO TAREA DEJA DE CHINGARME LA MADRE",Celoso,no se ouede ser más molesto maricon te dijebq estoy haciendo tarea deja de chingarme la madre,5
Melchor: grax por su compra  Baltazar: sí lo molesto con su ticket,Celoso,melchor grax por su compra  baltazar sí lo molesto con su ticket,5
Le molestó que escuche miranda cus I'm healing 💋,Celoso,le molestó que escuche miranda cus im healing,5
Me párese re injusto que cuando las mujeres opinemos algo xq nos molesta ya se enojan y ya nos tratan mal 🤷😂 Solo fue un comentario y si te molesto xq será verdad ? 🤷😂😂,Celoso,me párese re injusto que cuando las mujeres opinemos algo xq nos molesta ya se enojan y ya nos tratan mal  solo fue un comentario y si te molesto xq será verdad,5
mi sueño frustrado es que me hagan una fiesta sorpresa pero bien bien,Celoso,mi sueño frustrado es que me hagan una fiesta sorpresa pero bien bien,5
me sueño frustrado es tener sexo con una mujer,Celoso,me sueño frustrado es tener sexo con una mujer,5
"Quiero unos patines, ese siempre ha sido mi regalo frustrado 😩 🤣",Celoso,quiero unos patines ese siempre ha sido mi regalo frustrado,5
"amigo q hueso que estoy en el bass, toy frustrado",Celoso,amigo q hueso que estoy en el bass toy frustrado,5
"Pensé que me había vuelto mejor por mi forma de afrontar últimamente las cosas pero no, estoy tan frustrado que bloqueo todo porque no tengo la intención de lidiar con algo.",Celoso,pensé que me había vuelto mejor por mi forma de afrontar últimamente las cosas pero no estoy tan frustrado que bloqueo todo porque no tengo la intención de lidiar con algo,5
Mi sueño frustrado no era ser gótica era ser romántic goth,Celoso,mi sueño frustrado no era ser gótica era ser romántic goth,5
Perdonen pero mi shipp frustrado siempre va ser Rosina y Nico #GranHermano,Celoso,perdonen pero mi shipp frustrado siempre va ser rosina y nico,5
Frustrado y la csmr,Celoso,frustrado y la csmr,5
mi sueño frustrado es que me organicen un cumpleaños sorpresa,Celoso,mi sueño frustrado es que me organicen un cumpleaños sorpresa,5
"Mi sueño frustrado es haber estudiado alguna de las carreras que quería: comunicación, arquitectura o diseño gráfico, pero pues 🫤",Celoso,mi sueño frustrado es haber estudiado alguna de las carreras que quería comunicación arquitectura o diseño gráfico pero pues,5
"Una cosa que digo de mí es que no soy una mierda de persona(en el sentido de que soy un don nadie) sino que simplemente no me han permitido desarrollarme igual que los demás y eso ha afectado mi vida, ahora que soy un adolescente tengo el miedo de llegar a ser adulto dominando-",Celoso,una cosa que digo de mí es que no soy una mierda de personaen el sentido de que soy un don nadie sino que simplemente no me han permitido desarrollarme igual que los demás y eso ha afectado mi vida ahora que soy un adolescente tengo el miedo de llegar a ser adulto dominando,5
"este tweet esta programado!   tal vez cuando lo publique el twt, este dormido o este afectado por la crema de whisky que me tome xD",Celoso,este tweet esta programado   tal vez cuando lo publique el twt este dormido o este afectado por la crema de whisky que me tome xd,5
"El protocolo DeFi Gamma Strategies se ve afectado por un hackeo que permitió a un atacante el robo de más de 1500 ETH, una pérdida de alrededor de 3,4 millones de dólares",Celoso,el protocolo defi gamma strategies se ve afectado por un hackeo que permitió a un atacante el robo de más de 1500 eth una pérdida de alrededor de 34 millones de dólares,5
Vine a una estación de servicios y solo aceptan pagos en efectivo y toman nota en un cuadernillo para su inventario.  Motivo: “no hay sistema”.   Este tema del Ransomware está afectado mucho.  Ojalá puedan resolverlo. Amén 🙏🏽,Celoso,vine a una estación de servicios y solo aceptan pagos en efectivo y toman nota en un cuadernillo para su inventario  motivo no hay sistema   este tema del ransomware está afectado mucho  ojalá puedan resolverlo amén,5
"Mañana lo voy a pasar muy mal, mentalmente creo que voy a estar muy afectado, no quiero ni hablar con nadie ni interactuar con nadie, no se como lo voy a hacer, pero va a ser muy difícil, siento que voy a tener ganas de llorar todo el rato",Celoso,mañana lo voy a pasar muy mal mentalmente creo que voy a estar muy afectado no quiero ni hablar con nadie ni interactuar con nadie no se como lo voy a hacer pero va a ser muy difícil siento que voy a tener ganas de llorar todo el rato,5
— orando ya ni se que oración estoy afectado —,Celoso,orando ya ni se que oración estoy afectado,5
"Pensar en el bienestar de los demás y olvidar el mío es siempre mi error, porque ni siquiera yo veo lo afectado que estoy hasta que colapso",Celoso,pensar en el bienestar de los demás y olvidar el mío es siempre mi error porque ni siquiera yo veo lo afectado que estoy hasta que colapso,5
Quiero confirmar que mi estado actual de embriaguez de sábado no ha afectado al votar a Violeta de fav #OTDirecto5D,Celoso,quiero confirmar que mi estado actual de embriaguez de sábado no ha afectado al votar a violeta de fav,5
"Pero que manflorón canturreador insoportable, afectado y pelotudo es Fernando Dente.",Celoso,pero que manflorón canturreador insoportable afectado y pelotudo es fernando dente,5
"Yo sólo les digo que sus chistes transfóbicos no sólo afectan a las personas trans, si no que siguen alimentando al estigma de la autolesión y suicidio. El grupo más afectado por el suicidio son los hombres de 45-55 años, así que awas, AWAS.",Celoso,yo sólo les digo que sus chistes transfóbicos no sólo afectan a las personas trans si no que siguen alimentando al estigma de la autolesión y suicidio el grupo más afectado por el suicidio son los hombres de 4555 años así que awas awas,5
"Hoy desperté nerviosa de una pesadilla rascandome compulsivamente el codo, ahora está irritado y me pica cada dos por tres",Irritado,hoy desperté nerviosa de una pesadilla rascandome compulsivamente el codo ahora está irritado y me pica cada dos por tres,10
"Brazil, I'm devastated, cansado, irritado AND desgostoso",Irritado,brazil im devastated cansado irritado and desgostoso,10
"Vengo irritado, con un poco de mal humor y jussssto se sube uno a tocar (horriblemente) ""Universo paralelo"" en ukelele...  Meado",Irritado,vengo irritado con un poco de mal humor y jussssto se sube uno a tocar horriblemente universo paralelo en ukelele  meado,10
❌Como castigo siempre te  sentirás presionado e irritado.  ✅Como AGRADECIMIENTO  DISFRUTARÁS cada día que le  puedas dar lo mejor a tu cuerpo 🫶🏽.,Irritado,como castigo siempre te  sentirás presionado e irritado  como agradecimiento  disfrutarás cada día que le  puedas dar lo mejor a tu cuerpo,10
Estado: irritado de tanto wey en mi jale,Irritado,estado irritado de tanto wey en mi jale,10
"Por stalkear ví el nombre de un * word y ya me sentí más irritado, ugh.",Irritado,por stalkear ví el nombre de un  word y ya me sentí más irritado ugh,10
"He salido a por un regalo de última hora y un tipo fachapobre irritado porque compró nosequé muy caro, pero le faltan las pilas. Estoy por regalárselas yo, menuda alteración me lleva. Y yo sólo voy por un perfume...",Irritado,he salido a por un regalo de última hora y un tipo fachapobre irritado porque compró nosequé muy caro pero le faltan las pilas estoy por regalárselas yo menuda alteración me lleva y yo sólo voy por un perfume,10
2ª vez que le preguntan a Marcelino por fichajes y 2ª vez que Marcelino contesta un poco irritado.  No me extrañaría nada que la cuerda entre Marcelino y directiva/dir. deportiva se haya tensado en los últimos días visto lo corta que es la plantilla y las exigencias de Marcelino.,Irritado,2ª vez que le preguntan a marcelino por fichajes y 2ª vez que marcelino contesta un poco irritado  no me extrañaría nada que la cuerda entre marcelino y directivadir deportiva se haya tensado en los últimos días visto lo corta que es la plantilla y las exigencias de marcelino,10
ME DUELEN ESTOS CORTES IRRITADO S AAAA SUFRO AHORA MISMO.DUELE MUCHO,Irritado,me duelen estos cortes irritado s aaaa sufro ahora mismoduele mucho,10
Hoy ando de un irritado con esta red social,Irritado,hoy ando de un irritado con esta red social,10
que molesto tener que andar controlando todo lo que decís porque a la mínima se ofenden...,Irritado,que molesto tener que andar controlando todo lo que decís porque a la mínima se ofenden,10
Odio sentir que molesto :c,Irritado,odio sentir que molesto c,10
Después de varios comentarios agrios y hate respecto a Costco he llegado a la conclusión de que las “Nenis” deben ir a chingar a su madre y que dan asco.,Irritado,después de varios comentarios agrios y hate respecto a costco he llegado a la conclusión de que las nenis deben ir a chingar a su madre y que dan asco,10
"Perdón no debí buscar, pero dónde busco si no hay donde, comprendo y no molesto mas",Irritado,perdón no debí buscar pero dónde busco si no hay donde comprendo y no molesto mas,10
"Algo que me parece increíble y muy molesto de Xochimilco es que no hay tacos ni cerca, ni buenos, ni nada.",Irritado,algo que me parece increíble y muy molesto de xochimilco es que no hay tacos ni cerca ni buenos ni nada,10
"nO SE OUEDE SER MÁS MOLESTO MARICON, TE DIJEBQ ESTOY HACIENDO TAREA DEJA DE CHINGARME LA MADRE",Irritado,no se ouede ser más molesto maricon te dijebq estoy haciendo tarea deja de chingarme la madre,10
Melchor: grax por su compra  Baltazar: sí lo molesto con su ticket,Irritado,melchor grax por su compra  baltazar sí lo molesto con su ticket,10
Le molestó que escuche miranda cus I'm healing 💋,Irritado,le molestó que escuche miranda cus im healing,10
Me párese re injusto que cuando las mujeres opinemos algo xq nos molesta ya se enojan y ya nos tratan mal 🤷😂 Solo fue un comentario y si te molesto xq será verdad ? 🤷😂😂,Irritado,me párese re injusto que cuando las mujeres opinemos algo xq nos molesta ya se enojan y ya nos tratan mal  solo fue un comentario y si te molesto xq será verdad,10
Estar conmigo debe ser molesto,Irritado,estar conmigo debe ser molesto,10
"Si puedes contar una película para qué hacerla? Se preguntaba Jafar Panahi exasperado en Esto no es una película . La experiencia vivida es una experiencia que pertenece al que la contempla, merece ser compartida Filmar es un acto de resistencia, pero sobre todo un acto de vida.",Irritado,si puedes contar una película para qué hacerla se preguntaba jafar panahi exasperado en esto no es una película  la experiencia vivida es una experiencia que pertenece al que la contempla merece ser compartida filmar es un acto de resistencia pero sobre todo un acto de vida,10
Me acordé que mi ex me decía exasperado que no le preguntara si nos veríamos al día siguiente porque lo presionaba y no quería verme 😭 creo q hay maneras + bonis de decir las cosass,Irritado,me acordé que mi ex me decía exasperado que no le preguntara si nos veríamos al día siguiente porque lo presionaba y no quería verme  creo q hay maneras  bonis de decir las cosass,10
V todo exasperado diciendole a Jones que no piense con el de abajo sino que con el corazoNNN AJHDSJSA v tanbonito que eres muak,Irritado,v todo exasperado diciendole a jones que no piense con el de abajo sino que con el corazonnn ajhdsjsa v tanbonito que eres muak,10
"Se ha quitado las gafas del rostro y, la otra mano se la ha pasado por el mismo, exasperado.  — Imbécil. — Murmuró ante lo dicho por el director, girandose a ver a los estudiantes.  — Todos tranquilos ... respiren y eso. — enunció con cierta monotonía, girándose para pensar.",Irritado,se ha quitado las gafas del rostro y la otra mano se la ha pasado por el mismo exasperado   imbécil  murmuró ante lo dicho por el director girandose a ver a los estudiantes   todos tranquilos  respiren y eso  enunció con cierta monotonía girándose para pensar,10
"— Cierra la boca. — señaló en dirección al ruso, más que exasperado.  No está para chistes de pitos, no.",Irritado,cierra la boca  señaló en dirección al ruso más que exasperado  no está para chistes de pitos no,10
"Mirada posó en Chris y, exasperado, le dió la linterna.  — Sostenga eso. — ordenó, sacando una SIG-Sauer P226 de su mochila (similar a una Glock 40).  Sí. Siempre la carga. Incluso en la academia. Silencio, es la costumbre.  Pero ahí está, caminando con lentitud.",Irritado,mirada posó en chris y exasperado le dió la linterna   sostenga eso  ordenó sacando una sigsauer p226 de su mochila similar a una glock 40  sí siempre la carga incluso en la academia silencio es la costumbre  pero ahí está caminando con lentitud,10
"'y él, él, él, no había entendido nada de esto y la había exasperado hasta perderla'  La repetición de 'él' es un acierto a decir verdad. A Cósimo entonces (nos dice Biagio al fina del capítulo) sólo le restó volverse loco.  #ElBaronRampante",Irritado,y él él él no había entendido nada de esto y la había exasperado hasta perderla  la repetición de él es un acierto a decir verdad a cósimo entonces nos dice biagio al fina del capítulo sólo le restó volverse loco,10
"Y... ahí iba otro grito. ¡Jura que lleva todo el día escuchándolos por todas partes!   —¿Más? —acabó diciendo para sí mismo, con un suspiro exasperado—. Voooooy.  Suponía que eran más cardos, vaya. El temblor lo dejó muy claro conforme se iba acercando.  ¡Se notaba que no les +",Irritado,y ahí iba otro grito jura que lleva todo el día escuchándolos por todas partes   más acabó diciendo para sí mismo con un suspiro exasperado voooooy  suponía que eran más cardos vaya el temblor lo dejó muy claro conforme se iba acercando  se notaba que no les,10
"Cuando me siento solo, triste, aburrido, feliz, exasperado, ansioso, melancólico, veo a Woshingo, y me da una especie de caricia al corazón verlo, nose porq, tqm mucho @Woshingo  te quiero abrazar",Irritado,cuando me siento solo triste aburrido feliz exasperado ansioso melancólico veo a woshingo y me da una especie de caricia al corazón verlo nose porq tqm mucho   te quiero abrazar,10
"Ceja arqueó ante el comentario de Yuri, exasperado más no sorprendido ante ese comportamiento.  — No, gracias. — emitió con cierto disgusto. — Y, espero deje de gastar saliva diciendo ... tonterías. — bufó.  — ¿No hay nadie más a quién molestar? Ahí veo un par. —",Irritado,ceja arqueó ante el comentario de yuri exasperado más no sorprendido ante ese comportamiento   no gracias  emitió con cierto disgusto  y espero deje de gastar saliva diciendo  tonterías  bufó   no hay nadie más a quién molestar ahí veo un par,10
"⠀⠀ Phillip estaba inquieto, insistía mucho en volver a casa con el brujo pero como es usual, el caballo no logra convencerlo de lo contrario.      “   Irtho, irtho.   ”      Habló en una extraña lengua para tirar de las riendas para cabalgar hacia el lugar donde pudo ⠀⠀",Irritado,phillip estaba inquieto insistía mucho en volver a casa con el brujo pero como es usual el caballo no logra convencerlo de lo contrario         irtho irtho         habló en una extraña lengua para tirar de las riendas para cabalgar hacia el lugar donde pudo,10
"«Nos hiciste, Señor, para ti, y nuestro corazón está inquieto, hasta que descanse en ti». San Agustín",Irritado,nos hiciste señor para ti y nuestro corazón está inquieto hasta que descanse en ti san agustín,10
Mi B...... Está inquieto hoy 👣,Irritado,mi b está inquieto hoy,10
"Permitid q haya espacios en vuestra unión Dejad q los vientos dancen entre vosotros. Amaos el uno al otro,mas no hagáis del amor una prisión: Es preferible q sea un inquieto mar entre las playas d vuestras almas. Llenad el uno al otro la copa,mas no bebáis d una sola NO PEDÍ MÁS",Irritado,permitid q haya espacios en vuestra unión dejad q los vientos dancen entre vosotros amaos el uno al otromas no hagáis del amor una prisión es preferible q sea un inquieto mar entre las playas d vuestras almas llenad el uno al otro la copamas no bebáis d una sola no pedí más,10
"Aquí donde me ven, nunca he tenido una madre espiritual.",Irritado,aquí donde me ven nunca he tenido una madre espiritual,10
"Ser víctima de amor es sufrir los dolores ajenos, pero muy principalmente los dolores del corazón de Cristo.",Irritado,ser víctima de amor es sufrir los dolores ajenos pero muy principalmente los dolores del corazón de cristo,10
De pronto me puse inquieto 😪,Irritado,de pronto me puse inquieto,10
"Desde la semana 16 que esperaba sentir movimientos de mi bebé y nada. Recién en la semana 25 empecé a sentir. Hoy pisando las 27 semanas pido que se calme un poquito, es super inquieto pero en ciertos horarios😂💖",Irritado,desde la semana 16 que esperaba sentir movimientos de mi bebé y nada recién en la semana 25 empecé a sentir hoy pisando las 27 semanas pido que se calme un poquito es super inquieto pero en ciertos horarios,10
"Recuerden porqué empezaron, y cuiden su ideal. ❤",Irritado,recuerden porqué empezaron y cuiden su ideal,10
"Por primera vez, indagaciones rondan dentro de la psique del azabache. Una imperiosa sensación lo instiga a desplazarse el dorso de la extremidad contra las hileras rebeldes de su prolongada cabellera, cual crío inquieto. En medio del apacible monólogo del cobrizo, la ».",Irritado,por primera vez indagaciones rondan dentro de la psique del azabache una imperiosa sensación lo instiga a desplazarse el dorso de la extremidad contra las hileras rebeldes de su prolongada cabellera cual crío inquieto en medio del apacible monólogo del cobrizo la,10
A quien dijo Isabel que se iba a coger? JAJAJAJAJAJA #GranHermano,Irritado,a quien dijo isabel que se iba a coger jajajajajaja,10
En la última película de rápido y furioso encontraron las esferas del dragón para revivir a todo el mundo o que verga,Irritado,en la última película de rápido y furioso encontraron las esferas del dragón para revivir a todo el mundo o que verga,10
"Me quisieron cortar dos con fierro, pero justo habia visto todas las de rapido y furioso. (Otro dia sera muchachos)",Irritado,me quisieron cortar dos con fierro pero justo habia visto todas las de rapido y furioso otro dia sera muchachos,10
"No comparto como están tratando a Rosina soy furioso y así como defendimos a furia por los maltratos y comentarios del culo hacia ella, creo que deberíamos hacerlo con rosina #GranHermano #rosina",Irritado,no comparto como están tratando a rosina soy furioso y así como defendimos a furia por los maltratos y comentarios del culo hacia ella creo que deberíamos hacerlo con rosina,10
"Puse Rápido y Furioso X aunque no he visto la 7, 8 ni 9 😂",Irritado,puse rápido y furioso x aunque no he visto la 7 8 ni 9,10
las primeras de rapido y furioso son todo lo que está bien,Irritado,las primeras de rapido y furioso son todo lo que está bien,10
que peliculón rápido y furioso,Irritado,que peliculón rápido y furioso,10
que buena que está la primera de rápido y furioso por qué tuvieron que terminar en la luna,Irritado,que buena que está la primera de rápido y furioso por qué tuvieron que terminar en la luna,10
Ahí me llevan al veterano rápido y furioso 🤣,Irritado,ahí me llevan al veterano rápido y furioso,10
Alguien puede darle un tiro a Robertito? #granhermano,Irritado,alguien puede darle un tiro a robertito,10
"—Es que me da un poco de pereza esto de tener que ir conociendo a todo el mundo...  Pero tendría que conformarse. De nuevo, la maldita pregunta. Trató de no mostrarse irascible.  —Pues no, no tengo ni idea de quién es mi padre. Pero pronto lo sabré, ¿vale?  Habló mientras se +",Irritado,es que me da un poco de pereza esto de tener que ir conociendo a todo el mundo  pero tendría que conformarse de nuevo la maldita pregunta trató de no mostrarse irascible  pues no no tengo ni idea de quién es mi padre pero pronto lo sabré vale  habló mientras se,10
"No me toquéis mucho los cojones cuando estemos de exámenes, me acabo de dar cuenta que soy muy irascible :))",Irritado,no me toquéis mucho los cojones cuando estemos de exámenes me acabo de dar cuenta que soy muy irascible,10
Que tenga que venir el puto Villarejo a contaros las cuatro verdades que el resto del año no os da la gana de escuchar es algo que me tiene irascible perdido.,Irritado,que tenga que venir el puto villarejo a contaros las cuatro verdades que el resto del año no os da la gana de escuchar es algo que me tiene irascible perdido,10
"Llevo tiempo sin aguantar malas actitudes o malas contestaciones. Pensé que estaba irascible, pero es amor propio y así seguirá",Irritado,llevo tiempo sin aguantar malas actitudes o malas contestaciones pensé que estaba irascible pero es amor propio y así seguirá,10
"Este año lo empecé súper irascible, todo y todos me molestan",Irritado,este año lo empecé súper irascible todo y todos me molestan,10
"Que irascible está la gente, y eso que es viernes 👀",Irritado,que irascible está la gente y eso que es viernes,10
"Que sosiego sentí hoy al hablar con una persona que la tildaban de irascible y terminó siendo todo lo contrario, simplemente uno debe de aprender a expresarse!🫶🏻",Irritado,que sosiego sentí hoy al hablar con una persona que la tildaban de irascible y terminó siendo todo lo contrario simplemente uno debe de aprender a expresarse,10
"Se fumaron la luna de miel de 100 días en 20 días de gobierno. Desconocen espiritualmente al pueblo argentino, lo van a hacer llegar agotado e irascible al inicio del ciclo lectivo. Son unas bestias nunca vistas.",Irritado,se fumaron la luna de miel de 100 días en 20 días de gobierno desconocen espiritualmente al pueblo argentino lo van a hacer llegar agotado e irascible al inicio del ciclo lectivo son unas bestias nunca vistas,10
si yo no fuese tan jodidamente irascible…,Irritado,si yo no fuese tan jodidamente irascible,10
"Hoy déjenme, estoy irascible",Irritado,hoy déjenme estoy irascible,10
"Han sido unas navidades horribles en las que estar mala me ha fastidiado casi todos los planes que tenía, pero ver las cabalgatas hoy junto a mis amigas y mi novio y disfrutar como niños pequeños ha sido el mejor regalo que podría tener +",Irritado,han sido unas navidades horribles en las que estar mala me ha fastidiado casi todos los planes que tenía pero ver las cabalgatas hoy junto a mis amigas y mi novio y disfrutar como niños pequeños ha sido el mejor regalo que podría tener,10
"Después de casi una hora grabando un vídeo, se me ha fastidiado la tarjeta y he perdido todo.   Otro día que esté más fresco lo repito. Por hoy mejor descansar...",Irritado,después de casi una hora grabando un vídeo se me ha fastidiado la tarjeta y he perdido todo   otro día que esté más fresco lo repito por hoy mejor descansar,10
